title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,mean_shot_length,std_dev_shot_length,max_shot_length,min_shot_length,num_shots,stddev_color_with_letterbox_r,stddev_color_with_letterbox_g,stddev_color_with_letterbox_b,detail_score_mean,detail_score_std_dev,detail_score_max,detail_score_min,dark_scene_mean_length,dark_scene_length_std_dev,dark_scene_length_max,dark_scene_length_min,dark_scene_count,dark_scene_percentage,mean_volume,std_dev_volume,min_volume,max_volume,sudden_rise_count_per_cut,sudden_fall_count_per_cut,octave1,octave2,octave3,octave4,octave5,octave6,octave7,octave8,octave9,octave10,octave11,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
Little-Boy,0.22351,0.29323,0.35819,-0.089602,0.53665,0.50128,-0.36247,-0.30569,-0.38332,0.084348,0.20111,-0.63108,-0.33253,-0.2795,0.95867,0.632,0.43782,-0.226,-0.45067,-0.037899,0.060768,-0.37376,0.054128,-0.012793,0.37333,0.53487,-0.24501,1.3566,0.091933,-0.039732,0.084331,0.32114,0.105,-0.73684,-0.095416,0.21767,-0.27795,0.15114,0.1904,-0.10504,0.19285,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Loitering-with-Intent,0.39959,0.47458,0.70979,0.45188,0.80873,0.73829,0.55523,0.063713,0.33341,0.084348,-0.70186,-0.99058,-0.80321,-0.90143,1.3836,1.6366,0.59032,-0.226,-0.85436,-0.83098,-0.97189,-0.37376,-0.62717,-0.67529,-1.2207,-1.4613,2.4134,-1.432,1.97,2.0435,-0.70672,-1.053,-1.2368,-0.88774,0.81434,2.1881,1.8616,0.32777,-1.1795,-1.0899,-0.65557,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
London-Has-Fallen,-2.2317,-2.2377,0.024563,0.20227,-0.06482,0.032331,-0.59539,-0.14592,-0.27042,0.075012,-0.68086,2.2865,2.3078,2.3018,0.64498,0.56592,0.066321,-0.226,-0.23969,-0.25295,-0.32648,-0.37376,0.73543,2.4191,5.7714,4.4402,4.4271,4.4475,1.8165,1.2131,2.3751,5.2596,2.6093,3.6296,1.1194,1.0404,-0.63596,-2.4939,-3.3359,-2.7789,-1.5844,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost-River,0.51603,0.5945,-0.79182,-0.6506,-0.84596,-0.74971,-0.40538,-0.36984,-0.41448,0.084348,0.3551,-0.30667,-0.50369,-0.60254,-0.57785,0.1062,0.21165,-0.226,-0.58586,-0.31648,-0.35875,-0.22178,-0.24867,-0.3411,1.4055,1.6292,-0.24501,1.5378,-1.0334,-1.3272,0.046597,-0.39741,0.89355,0.35121,1.1371,1.7729,2.6555,-0.40995,-2.7889,-2.0519,-1.5735,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Love-Is-All-You-Need,-0.69667,-0.65446,1.063,1.1164,1.0251,0.96637,1.5255,0.18908,-0.37293,0.084348,-1.3108,0.37254,0.33347,0.3695,1.7447,1.3175,1.2455,-0.226,1.2693,0.728,0.22212,0.53812,-0.77857,-0.77389,-0.23612,-0.31958,-0.24501,0.15924,0.24539,-0.24368,-0.72262,-1.1874,0.02562,0.56632,1.4845,1.3557,0.39325,-0.16196,-0.52311,-0.6909,-1.7219,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love-is-Strange,0.56431,-0.38831,-0.19105,-0.017462,-0.29689,-0.064342,2.706,0.86488,0.27956,-1.7921,-1.4508,0.1176,-0.25675,-0.1095,-0.7604,-0.9568,-1.1234,3.2977,-1.074,-0.95996,-1.101,-0.52575,-0.92997,-0.95448,0.41247,-0.67968,0.47181,-0.30508,2.1945,3.176,-0.71994,-1.2148,-0.44576,1.7346,2.6583,1.9841,-0.31204,-0.58836,-1.0524,-1.0859,-1.5881,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lovelace,0.58135,0.66178,-1.0626,-1.1219,-1.0371,-0.89353,-0.038718,-0.25723,-0.27945,0.084348,-0.17688,-0.31646,0.016903,0.10637,-0.26716,-0.61026,-0.60535,-0.226,2.4409,-0.95996,0.060768,4.9456,-0.85427,-0.88721,0.6264,1.3858,-0.24501,0.64868,-0.67606,-1.7174,-0.40467,-0.76535,-0.21517,0.34003,-0.39048,-0.11669,0.7079,0.30591,0.18029,-0.26738,0.16358,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Love-Mercy,-2.1692,-2.1711,0.564,0.37551,0.68181,0.36142,-0.87838,-0.45621,-0.39371,0.084348,-0.050883,1.8606,2.0776,1.9979,-0.36351,-0.47361,-0.6393,-0.226,-0.048848,0.50354,0.060768,-0.37376,-0.62717,-0.35805,-0.19829,-0.37005,-0.24501,-0.60211,-1.7181,-1.8596,-0.80817,-0.76749,-0.75269,-0.96053,-0.8617,-1.1361,-1.6641,0.88976,3.6692,1.6098,-0.54768,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Love-the-Coopers,0.54443,0.62375,1.4171,1.3792,1.4688,1.0559,0.18821,-0.13987,-0.38332,0.084348,-0.39387,0.58187,0.28757,0.26957,0.95276,0.79489,1.1432,-0.226,0.65089,0.61486,0.15758,-0.37376,-0.70287,-0.75119,-0.72642,-0.88972,-0.24501,-0.82364,0.28949,-0.0045682,-0.33187,-0.77562,-0.88457,-1.0853,0.063087,0.8132,1.9613,-0.29532,-0.87877,0.0446,0.0089933,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Low-Down,0.63105,0.70776,-0.58123,-0.98709,-0.4342,-0.25146,1.3023,0.22575,-0.15627,0.075012,-1.0518,-1.1281,-0.27067,-0.58186,-1.0553,-1.1704,-1.2946,-0.226,-0.097667,0.080369,-0.26194,-0.37376,-0.24867,-0.35504,-1.0509,-0.66047,-0.24501,-1.0558,0.062703,-0.41017,-0.71882,-1.1065,-1.5166,-1.0491,-0.55679,0.47364,2.4973,1.8933,-0.14371,-0.68408,-0.67797,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Lucy,0.73614,0.82119,0.19392,0.35468,0.16907,-0.09065,-0.78113,-0.71901,-0.69494,0.084348,1.8111,0.056938,0.0084014,0.17716,1.0216,0.4584,0.69971,-0.226,-0.28684,0.011293,0.060768,-0.37376,0.28123,0.089511,0.68395,0.66544,-0.24501,0.40969,0.74669,-0.26408,-0.54822,-0.73446,0.054144,0.36849,-0.35031,-0.59152,-0.39395,-0.89077,0.79709,0.94244,0.68562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lullaby,0.59271,0.67348,0.50554,0.58926,0.4873,0.32453,-0.1621,-0.37483,-0.76765,0.084348,0.019114,1.3029,0.83324,0.020671,-0.2542,-0.34475,0.34379,-0.226,-0.35153,-0.068322,-0.26194,-0.22178,-0.17297,-0.28335,1.4967,0.24743,-0.24501,0.66618,1.4051,0.92274,-0.21,-0.68209,-0.78235,1.0538,1.2527,-0.41255,0.010767,-0.33814,1.1013,-0.1512,-0.82092,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macbeth,-0.58165,-0.53996,-0.35697,-0.52852,-0.31882,-0.087224,-0.30019,-0.20733,-0.36381,0.075012,-0.37287,-0.25964,0.18175,0.85303,-1.3158,-1.3481,-1.2728,-0.226,-0.30596,0.13787,0.060768,-0.37376,0.20553,0.35942,0.44907,0.47114,-0.24501,0.46476,1.6625,0.94143,-0.89837,-1.09,0.58328,0.28694,-0.6427,0.98558,1.5155,-1.2784,-1.0902,-0.17382,0.28722,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machete-Kills,-2.1096,-2.1096,0.2297,-0.39381,0.28805,1.3737,-0.68677,-0.61401,-0.66378,0.084348,-0.46387,0.87552,1.2537,1.8018,0.74066,0.45573,0.31654,-0.226,1.6598,0.43013,0.25439,1.602,-0.77857,-0.66393,2.9566,2.4929,-0.24501,1.2092,-0.91891,-0.6394,0.047388,-0.38333,-0.66539,-0.96846,-1.2644,-1.0872,-0.43546,1.1632,2.076,0.78598,0.47481,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madame-Bovary,0.71767,0.80218,-1.1854,-1.3075,-1.1083,-1.0979,0.00087745,-0.17747,-0.38332,0.084348,-0.14188,-1.2324,-0.99528,-1.0172,-0.74995,-0.8045,-1.1318,-0.226,0.021668,0.56092,0.77072,-0.37376,0.43263,0.22422,-0.60987,-0.12242,-0.24501,0.1307,-0.72651,-0.080522,0.44971,-0.33188,-0.47428,-0.38189,0.27647,0.10182,0.32728,-0.23823,1.2319,-0.36497,-0.41857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad-Max-Fury-Road,1.1252,1.2219,-0.08041,-0.5892,-0.062456,1.0328,-0.48274,0.91645,4.7273,0.084348,0.90808,-0.43351,-0.22712,0.61504,1.2995,0.67549,-0.14954,-0.226,0.92753,1.8136,1.8034,-0.37376,-0.32437,-0.46904,-0.33767,-0.17947,-0.24501,-0.79057,-0.86292,-1.2634,0.21059,1.1715,1.0915,0.26534,-1.2916,-1.3147,-0.7453,-0.47017,0.55925,0.29431,1.3107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maggie,-0.084638,-0.024131,-1.2355,-1.129,-1.2251,-1.3563,-0.16259,-0.11115,-0.38332,0.084348,-0.25388,-0.74648,-0.83701,-1.3155,-1.2996,-1.2295,-0.90111,-0.226,-0.25389,0.28959,0.12531,-0.37376,0.20553,0.20913,1.2984,1.0627,-0.24501,0.93436,-1.0334,-1.6276,1.6415,2.2264,3.0938,1.0023,-0.27305,-0.44307,-1.8016,-2.8209,-0.2123,0.26705,-0.28487,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic-in-the-Moonlight,-0.16842,-0.11042,-0.43515,-0.80253,-0.31425,-0.091604,-0.41984,-0.32366,-0.37293,0.084348,0.11011,-1.2071,-0.96549,-0.72618,1.284,0.55163,1.1219,-0.226,1.4645,-0.95996,-0.26194,3.4258,-0.85427,-0.87538,0.8628,-0.19808,-0.24501,0.56454,0.3279,0.60337,-0.84992,-1.1422,-1.3034,-0.93633,1.3532,1.6345,0.24203,-0.054027,1.7322,-0.9121,-1.2315,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic-Mike-XXL,-1.1568,-1.1283,-0.98574,-0.87747,-1.0937,-0.58262,-0.38614,2.2732,6.0465,0.084348,-0.51987,-0.60693,-1.1461,-0.49725,0.14168,-0.51008,-0.47963,-0.226,0.34868,1.1382,0.93208,-0.37376,-0.40007,-0.23359,-1.0127,-0.54758,-0.24501,-0.92578,-0.53267,0.035407,0.14098,0.043202,1.1738,-0.56226,-1.999,-2.213,-1.256,-1.4273,-0.10547,2.5256,3.9451,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maladies,-0.3729,-0.32102,-1.0389,-0.96504,-1.0725,-0.90193,0.21367,0.036566,-0.30022,0.084348,-0.71586,-0.49009,-0.68808,-0.724,-0.94575,-1.29,-1.4654,0.025892,0.14643,-0.91031,-0.68146,1.298,-0.77857,-0.78831,-0.48092,-0.73563,0.39019,-0.10426,1.4115,1.2168,0.20796,0.47975,-0.72897,0.66758,1.7996,1.1302,-1.3112,-2.3902,0.26338,0.24629,0.12901,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maleficent,-1.5146,-1.4969,-0.9878,-0.6302,-0.9892,-1.6738,0.55568,0.68427,-0.009375,0.084348,-1.1988,-0.43513,-0.39513,-0.94394,-0.51635,-0.20372,0.094596,-0.226,0.22529,0.62316,0.60937,-0.37376,0.054128,0.54864,1.0943,2.4366,-0.24501,2.1957,-1.2527,-0.97207,-0.027134,-0.14584,0.90905,1.2432,-0.179,-0.14583,-0.069658,0.22831,-0.1635,-0.84828,-0.23823,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mandela-Long-Walk-to-Freedom,0.75176,0.83728,0.4366,0.30959,0.53438,0.20437,-0.75994,-0.58248,-0.38332,0.084348,1.6641,-0.39514,-0.37259,-0.5164,0.45639,0.74236,0.50855,-0.226,-0.17968,0.19206,0.51256,-0.37376,0.96253,0.67184,0.18007,0.67738,-0.24501,0.84261,-1.4704,-0.64212,0.28848,0.53565,0.2956,-0.10913,-0.68906,0.29883,1.6363,0.23277,-0.62643,-1.0397,-0.56109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maniac,-0.030677,0.031444,-0.21053,-0.1733,-0.21349,-0.25309,-0.78448,-0.14793,0.60348,0.084348,1.2021,0.87904,1.1114,0.44568,-0.85967,-0.67952,-1.0849,-0.226,0.9438,1.2534,1.0612,-0.37376,-0.47577,-0.49474,0.24081,-0.011325,1.2072,0.016745,-0.1942,0.082956,1.5993,0.41037,0.52885,0.31707,-0.39462,-0.66748,0.61932,0.56327,-1.0665,-0.42105,0.24837,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Man-Up,0.80004,0.88162,0.39701,0.46979,0.39575,0.17622,-0.11394,-0.40927,-0.6855,0.075012,-0.043884,0.011441,0.094112,-1.1422,-0.62053,-0.51018,-0.44086,-0.226,-1.074,-0.95996,-1.101,-0.52575,-0.92997,-0.95448,-0.23972,-0.43016,-0.24501,-0.37188,-0.38729,-0.47178,-0.72933,-0.80356,-0.52193,-0.82472,-0.13468,0.18021,0.54001,0.55123,-0.40134,0.49228,0.31676,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maps-to-the-Stars,-0.10026,-0.044671,0.41322,0.52128,0.42186,0.060614,0.13669,0.25815,0.55974,0.075012,-0.55487,-0.19386,-0.28113,-0.054795,0.057738,-0.25747,0.0064148,-0.226,-0.48822,-0.50712,-0.64919,-0.22178,-0.55147,-0.56521,0.90115,0.11453,-0.24501,0.62013,1.1588,0.77606,-0.81986,-0.80354,-0.8255,-0.90466,0.17471,-0.46319,0.59153,1.8188,0.4955,-0.091408,-0.2431,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Masterminds,-0.85429,-0.8168,0.82247,0.68717,0.78582,1.1948,-0.11823,-0.43048,-0.74688,0.084348,-0.70186,0.16406,0.47356,0.29835,1.4443,1.0433,-0.09231,-0.226,-0.40143,0.16675,0.12531,-0.37376,-0.24867,-0.10603,0.37697,0.97617,-0.24501,0.51055,-0.4432,-0.69472,-0.27513,-0.22525,-0.85145,-0.38976,-1.0539,-0.50481,0.86504,1.2078,0.46077,0.071244,0.2698,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Match,0.30303,0.17554,-0.46987,-0.47261,-0.51167,-0.19681,2.0661,0.42213,-0.025937,-0.29841,-1.2688,-0.37798,-0.34767,0.056556,-0.56568,-0.018109,0.41187,-0.226,-0.82995,-0.81102,-0.97189,-0.37376,-0.77857,-0.81204,-0.47061,-0.79334,-0.24501,-0.58498,0.36165,1.0542,0.074062,-0.53782,-1.0667,-1.4034,-0.1067,1.0778,0.37323,0.38575,0.8072,-0.17506,-0.1806,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Max,0.46207,0.33263,0.23241,-0.0092875,0.3197,0.34709,-0.85269,-0.76876,-0.95239,-0.29841,1.839,-0.88374,-0.51794,-0.46852,0.64326,0.70917,0.6063,-0.226,-0.89049,-0.81317,-0.84281,-0.37376,0.96253,0.76814,-0.61672,-0.83037,-0.090755,-0.87085,-0.74005,-0.66358,-0.52344,-0.34661,0.58253,0.10189,0.49542,0.76672,0.467,-0.52904,-1.3523,-0.62212,0.52513,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Maze-Runner-The-Scorch-Trials,-0.42544,-0.37513,-0.9082,-0.87219,-0.8583,-1.0997,-0.86499,-0.48989,-0.38332,0.084348,1.2091,-0.64393,-0.71876,-0.615,-0.92629,-0.79483,-0.93933,-0.226,-0.31069,0.034899,0.25439,-0.37376,1.5681,1.8233,0.68337,0.8859,-0.24501,0.64551,0.76574,0.090374,0.092973,-0.14054,0.46472,1.5866,-0.11446,-0.91859,-0.29981,0.18772,0.20051,-0.20294,-0.073198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCanick,-0.82305,-0.78463,-1.107,-1.1016,-1.1339,-0.83208,-0.018751,0.021639,0.58271,0.084348,-0.66686,-1.7594,-1.9424,-0.91054,-0.9967,-0.14578,0.60801,-0.226,-0.97641,-0.95996,-1.0687,-0.37376,-0.77857,-0.76757,-0.88019,-0.19542,-0.24501,-0.27129,0.6192,0.099503,0.15619,0.80358,0.60553,-0.018947,-0.27848,-0.016106,1.0385,1.0334,-0.92537,-1.0921,-0.84473,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McFarland-USA,1.6109,1.7221,0.42166,0.038074,0.54498,0.66853,-0.68331,-0.60549,-0.38332,0.084348,1.909,-0.19139,0.12742,0.63404,0.013928,-0.20867,-0.25069,-0.226,-0.41336,0.012114,0.093039,-0.37376,1.341,0.71955,-1.4269,-1.1879,-0.24501,-1.3566,-0.68466,-1.0317,-0.81397,-0.89811,-0.48389,0.015494,-0.085182,0.86245,0.6638,0.5597,0.42736,-0.5837,-0.85344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Meadowland,-0.54473,-0.49798,-0.18415,-0.37638,-0.050618,-0.34554,0.636,0.11894,-0.36255,0.084348,-1.0238,-0.19428,0.31238,0.16922,-1.4052,-1.3068,-1.4481,-0.226,0.85918,0.82663,0.5771,-0.069803,-0.55147,-0.52067,-0.73569,-0.54971,-0.24501,-0.71297,0.1209,-1.0649,0.3742,0.68752,0.91386,0.97666,1.3855,0.21905,-0.67488,-0.066961,-0.91878,-0.84177,-0.97616,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me-and-Earl-and-the-Dying-Girl,0.58703,0.66763,0.83283,0.59877,0.84656,1.1941,0.4037,-0.32419,-0.77804,0.084348,-0.57586,-0.70606,-0.70001,-0.41493,0.60614,0.076942,-0.14976,-0.226,-0.065121,0.14074,-0.26194,-0.22178,-0.70287,-0.75291,0.34169,-0.37914,3.9898,0.1469,1.4051,1.4885,0.10775,0.29411,-0.27331,-0.40615,0.17632,1.4118,1.2119,-0.2137,-1.6943,-0.62491,-0.28395,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Men-Women-Children,0.078665,0.14406,-0.65495,-0.86808,-0.63042,-0.18051,-0.097862,0.75029,1.0397,0.084348,-0.25388,-0.88343,-0.39227,0.27976,-0.32227,-0.57565,-1.147,-0.226,-0.019557,0.27366,0.25439,-0.37376,-0.17297,-0.20683,-0.3519,-0.16151,-0.24501,-0.94497,-1.9354,-2.073,-0.50233,-0.81622,2.1555,0.87121,4.4928,2.8686,3.0795,-2.0188,-5.1169,-3.8082,-1.4472,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Metallica-Through-the-Never,-0.45668,-0.4073,-0.47412,-0.2428,-0.47558,-0.93889,-0.86151,-0.67611,-0.38332,0.084348,1.3001,0.45972,0.37018,0.69435,0.4484,-0.20459,0.18605,-0.226,-0.57698,-0.14013,0.028498,-0.37376,0.73543,0.91196,-0.026831,-0.3855,-0.24501,0.21141,-0.40625,-0.12841,0.03558,0.035609,0.45925,-0.043269,-1.2135,-1.7787,-1.5184,-0.73867,1.7102,1.9211,1.2186,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Million-Dollar-Arm,0.71909,0.80364,-0.22597,-0.24176,-0.24533,-0.064371,-0.1582,-0.47259,-0.38332,0.084348,0.054113,-0.34461,-0.35276,-0.29771,0.23269,0.20355,0.70652,-0.226,-0.15346,0.34641,0.28666,-0.37376,0.12983,-0.037965,0.096397,0.32756,-0.24501,1.151,0.56254,0.28659,-0.12103,-0.083724,0.20923,-0.046051,-0.48277,0.43167,0.41437,0.16408,-0.64093,-0.26335,0.19242,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Minions,1.6265,1.7382,3.7507,3.9713,3.71,2.8923,0.3482,0.80571,0.9151,0.084348,-0.30987,1.7147,1.5261,1.523,1.276,0.40302,1.0575,-0.226,0.17084,0.49149,0.12531,-0.069803,-0.62717,-0.73185,-1.3679,-0.87228,-0.24501,-0.98881,-0.8416,-0.56235,0.18808,0.0022902,-0.3572,0.29393,-0.3197,-1.0594,-0.87835,-0.93269,1.4943,0.83741,1.27,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Misconduct,0.023284,0.082439,-1.5386,-1.4923,-1.527,-1.4813,0.61605,0.052691,-0.10439,0.075012,-0.84886,-1.5082,-1.54,-1.7363,-1.1827,-0.69981,-0.11577,-0.226,-0.59613,-0.42585,-0.26194,-0.22178,0.50833,0.48371,0.25321,0.087247,-0.24501,0.39053,1.2863,0.064614,-0.73962,-0.63011,-0.68499,1.4775,2.6131,2.545,0.96289,-1.0701,-2.2804,-1.7998,-0.86702,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission-Impossible-Rogue-Nation,1.0571,1.1517,-0.65506,-0.74895,-0.60025,-0.6032,-0.63286,-0.5687,-0.2379,0.084348,1.1671,-0.84568,-0.50621,-0.47987,-0.52235,-0.84423,-0.97923,-0.226,-0.45818,-0.44518,-0.32648,-0.37376,2.0223,1.4414,-0.1024,-0.081279,-0.24501,-0.65422,-1.7048,-0.90652,-0.7663,-1.1221,0.071544,2.0288,0.13696,-0.17982,0.12381,0.28227,-0.74161,-0.29712,0.20281,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miss-Julie,-1.3371,-1.3172,-0.60616,-0.5025,-0.61253,-0.73067,-0.85461,-0.61595,-0.38457,0.075012,0.5301,-0.30449,-0.2439,-0.43845,-0.67319,-0.858,-0.70064,-0.226,-0.1953,0.067123,-0.29421,-0.37376,-0.47577,-0.30055,-1.9976,-1.8042,-0.24501,-2.0258,0.846,0.81044,-0.56273,-0.42202,-0.29029,-1.13,0.5416,0.43375,0.44847,0.50484,0.90963,-0.090478,-1.6275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss-Meadows,-0.58875,-0.54332,1.166,1.2618,1.0955,1.1111,-0.5349,-0.50747,-0.67417,0.084348,0.14511,1.6807,1.724,1.6463,0.7513,0.73788,0.036434,-0.226,-0.3499,-0.24803,-0.45556,-0.37376,-0.021572,0.09858,-0.35962,-0.65253,-0.24501,-0.3058,0.91591,0.94143,-0.752,-0.61368,0.056377,-0.73263,-0.10413,-0.42157,-1.5781,-0.7855,0.68235,1.5999,1.6885,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miss-You-Already,1.0287,1.1225,-0.97513,-0.83757,-0.97607,-1.1517,-0.48413,-0.39393,-0.38332,0.084348,0.70509,-0.37258,-0.70058,-1.107,-0.77815,-0.6134,-0.57328,-0.226,-0.60883,-0.32052,-0.29421,-0.37376,0.35693,0.095316,0.27776,-0.16345,-0.24501,-0.45573,-1.0045,-1.4174,-0.62899,-0.87577,-0.95139,-0.88579,-0.26434,0.16321,1.1456,1.251,0.20667,-0.24507,-0.060266,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mistress-America,0.80004,0.887,-0.7802,-0.86609,-0.7713,-0.51029,1.5458,0.76713,0.33341,0.084348,-1.0378,-0.62506,-0.12576,-0.012109,-0.41837,-0.29838,-0.36071,-0.226,1.196,0.53829,0.38347,0.23416,-0.62717,-0.69667,0.095214,-0.32894,-0.24501,-0.073828,-0.75074,-0.83406,-0.79946,-0.8868,-1.0794,-0.87934,1.2637,1.5398,1.3383,1.2742,-0.38727,-1.2683,-1.5268,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mommy,0.67507,0.7583,-0.6778,-0.65345,-0.66073,-0.71866,0.0655,-0.17626,-0.321,0.084348,-0.27488,-0.93618,-0.78707,-1.1354,-0.90333,-1.1111,-1.1959,-0.226,0.46863,0.33982,0.060768,-0.22178,-0.55147,-0.62433,-1.4125,-1.411,-0.24501,-1.7125,-1.6348,-1.539,-0.70208,-0.36559,-0.79828,-1.1952,-1.0212,-0.43683,-0.31946,-0.12628,-0.053591,1.3855,2.7013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Money-Monster,1.1181,1.2146,-0.74544,-0.68669,-0.70322,-0.97681,-0.25784,-0.43101,-0.75727,0.084348,0.2921,-0.89124,-1.0513,-1.2679,0.15985,-0.28671,1.4589,-0.226,-0.37838,-0.058866,-0.0037728,-0.37376,0.28123,0.017631,-0.37325,-0.5246,-0.24501,-0.27765,-0.33762,-0.23101,-0.4684,0.17903,0.24787,-0.14529,0.14515,0.35224,0.36693,-0.074544,-0.94296,-0.41144,0.50106,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monkey-Kingdom,-1.8866,-1.88,0.45264,-0.26156,0.7753,0.51657,0.42033,0.3272,-0.37293,0.084348,-1.2478,-0.20928,0.26879,0.39476,4.5282,4.2237,1.6224,-0.226,0.19525,0.12228,-0.0037728,0.082177,-0.55147,-0.29178,1.1508,1.6156,-0.24501,1.1098,-0.67606,-0.020175,-0.27854,-0.23029,0.2745,-0.39757,0.017298,-0.59429,-1.5621,-0.099967,0.066428,1.2557,1.3045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Monsters-Dark-Continent,-1.8327,-1.8271,1.1062,1.2646,1.0464,0.86265,-0.61476,-0.38668,-0.5506,0.075012,-0.44287,1.0353,1.027,1.0504,-0.57932,-0.6792,-1.0148,2.8653,-1.074,-0.95996,-1.101,-0.52575,-0.92997,-0.95448,2.6181,1.2109,-0.24501,0.94217,-0.72651,-0.080522,0.40355,0.25817,0.73336,1.5663,-0.094416,-0.41914,-0.35429,-1.2837,-1.562,0.70915,0.83307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
